"Protein ID","p2d1","p2d2","p2d3","p2d4","p2d5","p2d6","p2d7","p2d8"
"sp|Q9Y2U8|MAN1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9Y2X0|MED16_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9Y4D7|PLXD1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q9Y5Y6|ST14_HUMAN",0,0,"5.27407E-05",0,0,0,0,0
"tr|A0A068LKP9|A0A068LKP9_HUMAN",0,0,0,0,0,0,0,0
"tr|A0A068LKQ2|A0A068LKQ2_HUMAN",0,0,0,0,0,0,0,0
"tr|A0A068LKR7|A0A068LKR7_HUMAN",0,0,0,0,0,0,0,0
"tr|A0A075B6Q5|A0A075B6Q5_HUMAN",0,0,0,0,0,0,0,0
"tr|A0A075B7D8|A0A075B7D8_HUMAN",0,0,0,0,0,0,0.000128017,0
"tr|A0A075B7F0|A0A075B7F0_HUMAN",0,0,0,0,0,0.000272427,0,0
"tr|A0A087WUZ2|A0A087WUZ2_HUMAN",0,0,0,0,0,0,0,0
"tr|A2NWX3|A2NWX3_HUMAN",0,0,0,0,0,0,0,0
"tr|A7UP08|A7UP08_HUMAN",0,0,0.000252312,0.000429022,0,0,0,0
"tr|B1ARL5|B1ARL5_HUMAN",0,0,0,0,0,0,0,0
"tr|B2KLH3|B2KLH3_HUMAN",0,0,0,0,0,0,0,0.00005401
"tr|B7Z994|B7Z994_HUMAN",0,0,0,0,0,0,0,0
"tr|B7ZL79|B7ZL79_HUMAN",0,0,0,0,0,0,0,0
"tr|D3DUJ6|D3DUJ6_HUMAN",0,0.000161904,0,0,0,0,0,0
"tr|D4IH33|D4IH33_HUMAN",0,0.00017715,0,0,0,0,0,0
"tr|D6MJH5|D6MJH5_HUMAN",0,0,0,0,0,0,0,0
"tr|E5RJ39|E5RJ39_HUMAN",0,0,0,0,0,0,0.000209993,0
"tr|F6IQ80|F6IQ80_HUMAN",0,0,0.000999377,0,0,0,0.000655211,0
"tr|F8W8Y7|F8W8Y7_HUMAN",0,0,0,0,0,0,"1.33882E-05",0
"tr|F8WEW3|F8WEW3_HUMAN",0,0,0,0,0,0,0,0
"tr|G3CIG0|G3CIG0_HUMAN",0,0,0,0,0,0,"3.65684E-06",0
"tr|I3L3P4|I3L3P4_HUMAN",0,0.000144527,0.000100166,0,0,0,0,0
"tr|K7ELQ0|K7ELQ0_HUMAN",0,0.000147375,0.000102898,0,0,0,0,0
"tr|K7ES11|K7ES11_HUMAN",0,0,0,0,0,0,0,0
"tr|Q0ZCI9|Q0ZCI9_HUMAN",0,0,0,0,0,0,0,0
"tr|Q53ZX7|Q53ZX7_HUMAN",0,0.000774829,0,0,0,0,0,0
"tr|Q562V5|Q562V5_HUMAN",0,0,0,0,0,0,0,0.000385972
"tr|Q569I7|Q569I7_HUMAN",0,0,0,0,0,0,0,0.000101753
"tr|Q59FI6|Q59FI6_HUMAN",0,0,0,0,0,0,0,0
"tr|Q59FW1|Q59FW1_HUMAN","4.28091E-05",0,0,0,0,0,0,0
"tr|Q5EFE5|Q5EFE5_HUMAN",0,0,0,0,0,0,"6.45451E-05",0
"tr|Q68D70|Q68D70_HUMAN",0,0,0,0,0,0,0,0.000312415
"tr|Q6LAF8|Q6LAF8_HUMAN",0,0,0,0,0,0.000113878,0,0
"tr|Q6LAF9|Q6LAF9_HUMAN",0,0,0,0,0,0,0,0
"tr|Q6MZQ6|Q6MZQ6_HUMAN",0,0,0,0,0,0,0,0
"tr|Q6MZX9|Q6MZX9_HUMAN",0,0,0,0,0,0,0,0
"tr|Q96LI4|Q96LI4_HUMAN",0,0,0,0.000163062,0,0,0,0
"tr|Q9H5U7|Q9H5U7_HUMAN",0,0,0,0,0,0,0,0
"tr|Q9Y509|Q9Y509_HUMAN",0,0,0,0,0,0,0,0
"tr|S0F2C4|S0F2C4_HUMAN",0,0.000360271,0,0,0.00028871,0,0,0
"tr|S6BGD6|S6BGD6_HUMAN",0,0,0,0,"8.01926E-05",0.000056821,0,0
"tr|S6BVN6|S6BVN6_HUMAN",0,0,0,0,0,0,0,0
"tr|S6C4R2|S6C4R2_HUMAN",0,0,0,0,0,0,0,0
"tr|X6R8R1|X6R8R1_HUMAN",0,0,0,0,0,0,0,0
"sp|A0AV02|S12A8_HUMAN",0,0,0,0,0,0,0,0
"sp|A0M8Q6|LAC7_HUMAN",0,0,0,0,0,0,0,0
"sp|A1A4S6|RHG10_HUMAN",0,0,0,0,"2.37862E-05",0,0,0
"sp|A1IGU5|ARH37_HUMAN",0,0,0,0,0,"2.80055E-05",0,0
"sp|A1KZ92|PXDNL_HUMAN",0,0,0,0,0,0,0,0
"sp|A1L4H1|SRCRL_HUMAN",0,0,0,0,0,0,0,0
"sp|A2VEC9|SSPO_HUMAN",0,0,0,0,0,0,0,0
"sp|A3KMH1|VWA8_HUMAN",0,0,0,0,0,0,0,0
"sp|A4FU01|MTMRB_HUMAN",0,0,0,0,0,0,0,"2.87766E-05"
"sp|A5PLN7|F149A_HUMAN",0,0,0,0,0,0,0,0
"sp|A6NC98|CC88B_HUMAN",0,0,0,0,0,0,0,0
"sp|A6NFE2|SMCO2_HUMAN",0,0,0,0,"5.45071E-05",0,0,0
"sp|A6NFU0|F187A_HUMAN",0,0,0,0,0,0,0,0
"sp|A6NGH7|CC160_HUMAN",0,0,0,0,0,0,0,0
"sp|A6NGH8|ANR61_HUMAN",0,"7.75659E-05",0,0,0,0,0,0
"sp|A6NGY5|O51F1_HUMAN",0,0,0,0,0,0,0,0
"sp|A6NJL1|ZSA5B_HUMAN",0,0,0,0,0,0,0,0
"sp|A6NK58|LIPT2_HUMAN",0,0,0,0,0,0,0,0
"sp|A6NKG5|RTL1_HUMAN",0,0,0,0,0,0,0,0
"sp|A6NMS7|L37A1_HUMAN",0,0,0,0,0,0,0,0
"sp|A6NMZ7|CO6A6_HUMAN",0,0,0,0,0,0,0,0
"sp|A6NP11|ZN716_HUMAN",0,0,0,0,0,0,"3.11615E-05",0
"sp|A8MTA8|F166B_HUMAN",0,0,0,0,0,0,0,0
"sp|A9QM74|IMA8_HUMAN",0,0,0,0,0,0,0,0
"sp|B1AJZ9|FHAD1_HUMAN",0,0,0,0,0,"9.45675E-06",0,0
"sp|B2RXH4|BTBDI_HUMAN",0,0,0,0,0,"2.56301E-05",0,0
"sp|B7Z1M9|C2D4D_HUMAN",0,0,0,0,0,0,0,0
"sp|C9JN71|ZN878_HUMAN",0,0,0,0,0,0,0,0
"sp|O00116|ADAS_HUMAN",0,0,0,0,0,0,0,0
"sp|O00160|MYO1F_HUMAN",0,"2.94459E-05",0,0,0,0,0,0
"sp|O00170|AIP_HUMAN",0,0,0,0,0,0,0,0
"sp|O00213|APBB1_HUMAN",0,0,0,0,0,0,0,0
"sp|O00292|LFTY2_HUMAN",0,0,0,0,0,"5.16495E-05",0,0
"sp|O00410|IPO5_HUMAN",0,0,0,0,0,0,0,0
"sp|O00443|P3C2A_HUMAN",0,0,0,0,0,0,0,0
"sp|O00444|PLK4_HUMAN",0,0,"2.33376E-05",0,0,0,0,0
"sp|O00462|MANBA_HUMAN",0,0,0,0,0,0,0,0
"sp|O00512|BCL9_HUMAN",0,0,0,0,"1.78344E-05",0,0,0
"sp|O00590|ACKR2_HUMAN",0,0,0,0,0,0,0,0
"sp|O00763|ACACB_HUMAN",0,0,"2.16729E-05",0,0,0,0,0
"sp|O00764|PDXK_HUMAN",0,0,0,0,0,0,0,0
"sp|O14497|ARI1A_HUMAN",0,0,0,0,0,0,0,0
"sp|O14524|T194A_HUMAN",0,0,0,0,0,"4.25759E-05",0,0
"sp|O14745|NHRF1_HUMAN",0,0,0,0,0,0,0,0
"sp|O14776|TCRG1_HUMAN",0,0,0,0,0,0,0,0
"sp|O14802|RPC1_HUMAN",0,0,0,0,0,0,0,0
"sp|O14894|T4S5_HUMAN",0,0,0,0,0,0,0,0
"sp|O14917|PCD17_HUMAN",0,0,0,0,0,0,0,0
"sp|O14924|RGS12_HUMAN",0,0,0,0,"1.77576E-05",0,0,0
"sp|O15049|N4BP3_HUMAN",0,0,0,0,0,0,0,0
"sp|O15055|PER2_HUMAN",0,0,0,0,0,0,0,0
"sp|O15066|KIF3B_HUMAN",0,0,0,0,0,0,0,0
"sp|O15213|WDR46_HUMAN",0,0,0,0,0,0,0,0
"sp|O15294|OGT1_HUMAN",0,0,0,0,0,0,0,0
"sp|O15350|P73_HUMAN",0,0,0,0,0,0,0,0
"sp|O15357|SHIP2_HUMAN",0,0,0,0,0,0,0,0
"sp|O15394|NCAM2_HUMAN",0,0,0,0,0,0,0,"2.45207E-05"
"sp|O15399|NMDE4_HUMAN",0,0,0,0,0,0,0,0
"sp|O15417|TNC18_HUMAN",0,0,0,0,0,0,0,0
"sp|O15504|NUPL2_HUMAN",0,0,0,0,0,0,0,0
"sp|O15524|SOCS1_HUMAN",0,0,0,0,0,"6.28519E-05",0,0
"sp|O15553|MEFV_HUMAN",0,0,0,0,0,0,0,0
"sp|O43166|SI1L1_HUMAN",0,0,0,0,0,0,0,0
"sp|O43301|HS12A_HUMAN",0,0,0,0,0,0,0,0
"sp|O43314|VIP2_HUMAN",0,0,0,0,0.000015041,0,0,0
"sp|O43318|M3K7_HUMAN",0,0,0,0,0,0,0,0
"sp|O43559|FRS3_HUMAN",0,"6.63884E-05",0,0,0,0,0,0
"sp|O43633|CHM2A_HUMAN",0,0,0,0,0,0,0,0
"sp|O43795|MYO1B_HUMAN",0,0,0,0,0,0,0,0
"sp|O43825|B3GT2_HUMAN",0,0,0,0,0,0,0,0
"sp|O43829|ZBT14_HUMAN",0,0,0,0,0,0,0,0
"sp|O43896|KIF1C_HUMAN",0,0,0,0,0,0,"1.38114E-05",0
"sp|O43897|TLL1_HUMAN",0,0,0,0,0,0,0,0
"sp|O60242|BAI3_HUMAN",0,0,0,0,0,0,0,0
"sp|O60256|KPRB_HUMAN",0,0,0,0,0,0,0,0
"sp|O60292|SI1L3_HUMAN",0,0,0,"2.14391E-05",0,0,0,0
"sp|O60299|LZTS3_HUMAN","3.54659E-05",0,0,0,0,0,0,0
"sp|O60346|PHLP1_HUMAN",0,0,0,0,0,0,0,0
"sp|O60568|PLOD3_HUMAN",0,0,0,0,0,0,0,0
"sp|O60741|HCN1_HUMAN","2.68186E-05",0,0,0,0,0,0,0
"sp|O60895|RAMP2_HUMAN",0,0.000185272,0,0,0,0,0,0
"sp|O60925|PFD1_HUMAN",0,0,0,0,0,0,0,0
"sp|O75044|SRGP2_HUMAN","2.22862E-05",0,0,0,0,0,0,0
"sp|O75051|PLXA2_HUMAN",0,0,0,0,0,0,0,0
"sp|O75069|TMCC2_HUMAN",0,0,0,0,0,0,0,0
"sp|O75179|ANR17_HUMAN",0,0,0,0,0,0,0,0
"sp|O75182|SIN3B_HUMAN",0,0,0,0,0,0,0,0
"sp|O75191|XYLB_HUMAN",0,"6.04898E-05",0,0,0,0,0,0
"sp|O75311|GLRA3_HUMAN",0,0,0,0,0,0,0,0
"sp|O75362|ZN217_HUMAN",0,0,0,0,0,0,0,0
"sp|O75445|USH2A_HUMAN",0,0,0,0,0,0,0,0
"sp|O75908|SOAT2_HUMAN",0,0,0,0,0,0,0,0
"sp|O75962|TRIO_HUMAN",0,0,0,0,0,0,0,0
"sp|O94782|UBP1_HUMAN","2.78668E-05",0,0,0,0,0,0,0
"sp|O94822|LTN1_HUMAN",0,0,0,0,0,0,0,"1.16216E-05"
"sp|O94966|UBP19_HUMAN",0,0,0,0,0,0,"1.15584E-05",0
"sp|O95140|MFN2_HUMAN",0,0,0,0,0,0,0,0
"sp|O95239|KIF4A_HUMAN",0,0,0,0,0,0,0,0
"sp|O95279|KCNK5_HUMAN",0,0,0,0,0,0,0,0
"sp|O95347|SMC2_HUMAN",0,0,0,0,0,0,0,0
"sp|O95425|SVIL_HUMAN",0,0,0,0,0,0,0,0
"sp|O95436|NPT2B_HUMAN",0,0,0,0,0,0,0,0
"sp|O95490|LPHN2_HUMAN",0,0,0,0,0,0,0,0
"sp|O95602|RPA1_HUMAN",0,0,0,0,0,0,"8.85697E-06",0
"sp|O95834|EMAL2_HUMAN",0,0,0,0,0,0,0,0
"sp|O95841|ANGL1_HUMAN",0,0,0,0,0,0,0,0
"sp|P01258|CALC_HUMAN",0,0,0,0,0,0,0,0
"sp|P01303|NPY_HUMAN",0,0,0,0,0,0,0,0
"sp|P01603|KV111_HUMAN",0,0,0,0,0,0.000122794,0,0
"sp|P01616|KV203_HUMAN",0,0,0,0,0,0,0,0
"sp|P01701|LV103_HUMAN",0,0,0,0,0,0,0,0
"sp|P01702|LV104_HUMAN",0,0,0,0,0,0.000120297,0,0
"sp|P01706|LV203_HUMAN",0,0,0,0,0,0.000120297,0,0
"sp|P01768|HV307_HUMAN",0,0,0,0,0,0,0,0
"sp|P01769|HV308_HUMAN",0,0,0,0,0,0,0,0
"sp|P01771|HV310_HUMAN",0,0,0,0,0,0.000109601,0,0
"sp|P01775|HV314_HUMAN",0,0,0,0,0,0,0,0
"sp|P02730|B3AT_HUMAN",0,0,0,0,0,0,0,0
"sp|P02790|HEMO_HUMAN",0,0,"4.86056E-05",0,0,0,0,0
"sp|P03971|MIS_HUMAN",0,0,0,0,0,0,0,0
"sp|P04062|GLCM_HUMAN",0,0,0,0,0,0,0,0
"sp|P04085|PDGFA_HUMAN",0,0,0,0,0,0,0,0
"sp|P04114|APOB_HUMAN",0,0,0,0,0,0,0,0
"sp|P04180|LCAT_HUMAN",0,0,0,0,0,0,0,0
"sp|P04209|LV211_HUMAN",0,0,0,0,0,0,0,0
"sp|P04279|SEMG1_HUMAN",0,0,0,0,0,0,"7.37467E-05",0
"sp|P05090|APOD_HUMAN",0,0,0,0,0,0,0,0
"sp|P05156|CFAI_HUMAN",0,0,0,0,0,0,0,0
"sp|P05165|PCCA_HUMAN",0,0,0,0,0,0,0,0
"sp|P05546|HEP2_HUMAN",0,0,0,0,0,0,0,0
"sp|P05997|CO5A2_HUMAN",0,0,0,0,0,"1.26109E-05",0,0
"sp|P06213|INSR_HUMAN",0,0,"1.63802E-05",0,0,0,0,0
"sp|P06310|KV206_HUMAN",0,0,0,0,0,0.000100398,0,0
"sp|P06318|LV604_HUMAN",0,0,0,0,0,0,0,0
"sp|P07101|TY3H_HUMAN",0,0,0,0,0,0,0,0
"sp|P07196|NFL_HUMAN",0,0,0,0,0,0,"2.84069E-05",0
"sp|P07864|LDHC_HUMAN",0,"9.83828E-05",0,0,0,0,0,0
"sp|P07951|TPM2_HUMAN",0,0,0,0,"6.63565E-05",0,0,0
"sp|P08069|IGF1R_HUMAN",0,0,0,0,0,0,0,0
"sp|P08237|PFKAM_HUMAN",0,0,0,0,0,0,0,0
"sp|P08294|SODE_HUMAN",0,0,0,0,0,0,0,0
"sp|P08476|INHBA_HUMAN",0,0,0,0,0,0,0,0
"sp|P08581|MET_HUMAN",0,0,0,0,0,0,0,0
"sp|P08700|IL3_HUMAN",0,0,0,0,0,0,0,0
"sp|P09972|ALDOC_HUMAN",0,0,0,0,0,0,0,0
"sp|P0DI82|TPC2B_HUMAN",0,0,0,0,0,0,0,0
"sp|P0DJD1|RGPD2_HUMAN",0,0,0,0,0,0,0,0
"sp|P0DME0|SETLP_HUMAN",0,0,0,0,0,0,0,0
"sp|P0DMP2|SRG2B_HUMAN",0,0,0,0,0,0,0,0
"sp|P10586|PTPRF_HUMAN",0,0,0,0,0,0,0,0
"sp|P10606|COX5B_HUMAN",0,0,0,0,0,0,0,0
"sp|P11142|HSP7C_HUMAN",0,0,0,0,0,0,0,0
"sp|P11413|G6PD_HUMAN",0,0,0,0,0,0,0,0
"sp|P13612|ITA4_HUMAN",0,0,0,0,0,0,0,0
"sp|P13804|ETFA_HUMAN",0,0,0,0,0,0,0,"5.94383E-05"
"sp|P13861|KAP2_HUMAN",0,0,0,0,0,0,0,0
"sp|P14061|DHB1_HUMAN",0,0,0,0,0,"5.76332E-05",0,0
"sp|P14618|KPYM_HUMAN",0,0,0,0,0,0,0,0
"sp|P14735|IDE_HUMAN",0,0,0,0,0,0,0,0
"sp|P14866|HNRPL_HUMAN",0,0,0,0,0,"2.26705E-05",0,0
"sp|P14902|I23O1_HUMAN",0,0,0,0,0,0,0,0
"sp|P14923|PLAK_HUMAN",0,0,0,0,0,0,0,0
"sp|P16591|FER_HUMAN",0,0,0,0,0,0,"1.87651E-05",0
"sp|P18754|RCC1_HUMAN",0,0,0,0,0,0,0,0
"sp|P18827|SDC1_HUMAN",0,0,0,0,0,0.000043074,0,0
"sp|P19367|HXK1_HUMAN","2.59618E-05",0,0,0,0,0,0,0
"sp|P19484|TFEB_HUMAN",0,0,0,0,0,0,0,0
"sp|P19971|TYPH_HUMAN",0,0,"4.69657E-05",0,0,0,0,0
"sp|P20036|DPA1_HUMAN",0,0,0,0,0,0,"5.93267E-05",0
"sp|P20648|ATP4A_HUMAN",0,0,0,0,0,0,0,0
"sp|P20742|PZP_HUMAN",0,0,0,0,0,0,0,0
"sp|P20930|FILA_HUMAN",0,0,0,0,0,0,0,0
"sp|P21359|NF1_HUMAN",0,0,0,0,0,0,0,0
"sp|P21817|RYR1_HUMAN",0,0,0,0,0,0,0,0
"sp|P21980|TGM2_HUMAN",0,0,0,0,0,0,0,0
"sp|P22455|FGFR4_HUMAN",0,0,0,0,0,0,0,0
"sp|P22735|TGM1_HUMAN",0,0,0,0,0,0,0,"2.51209E-05"
"sp|P22760|AAAD_HUMAN",0,0,0,0,0,0,0,0
"sp|P23229|ITA6_HUMAN",0,0,0,0,0,0,0,0
"sp|P23276|KELL_HUMAN",0,0,0,0,"2.57449E-05",0,0,0
"sp|P23508|CRCM_HUMAN",0,0,0,0,0,0,0,0
"sp|P23771|GATA3_HUMAN",0,0,0,0,0,0.000042672,0,0
"sp|P23921|RIR1_HUMAN",0,0,"2.83533E-05",0,0,0,0,0
"sp|P23975|SC6A2_HUMAN",0,0,"8.63402E-05",0,0,0,0,0
"sp|P24462|CP3A7_HUMAN",0,0,0,"7.59105E-05",0,0,0,0
"sp|P24593|IBP5_HUMAN",0,0,0,0,0,"4.90917E-05",0,0
"sp|P25089|FPR3_HUMAN",0,0,0,0,0,0,0,0
"sp|P25090|FPR2_HUMAN",0,0,0,0,0,0,0,0
"sp|P25101|EDNRA_HUMAN",0,0,0,0,0,0,0,0
"sp|P25391|LAMA1_HUMAN",0,0,0,0,0,0,0,0
"sp|P25705|ATPA_HUMAN",0,0,0,0,0,0,0,0
"sp|P26640|SYVC_HUMAN",0,0,0,0,0,0,0,0
"sp|P27708|PYR1_HUMAN",0,0,0,0,0,0,0,0
"sp|P28066|PSA5_HUMAN",0,0,0,0,0,0,0,0
"sp|P29590|PML_HUMAN",0,0,0,0,0,0,0,"2.32696E-05"
"sp|P30153|2AAA_HUMAN",0,0,0,0,0,"3.20946E-05",0,0
"sp|P30872|SSR1_HUMAN",0,0,0,0,0,0,0,0
"sp|P31644|GBRA5_HUMAN",0,0,0,0,0,0,0,0
"sp|P31939|PUR9_HUMAN",0,0,0,0,0,0,0,0
"sp|P32321|DCTD_HUMAN",0,0,0,0,0,0,0,0
"sp|P32926|DSG3_HUMAN",0,0,0,0,0,0,0,0
"sp|P32969|RL9_HUMAN",0,0,0,0,0,0,0,0
"sp|P33076|C2TA_HUMAN",0,0,0,0,0,0,0,0
"sp|P34913|HYES_HUMAN",0,0,0,0,0,0,0,0
"sp|P35228|NOS2_HUMAN",0,0,0,0,0,0,0,0
"sp|P35241|RADI_HUMAN",0,0,0,0,0,0,0,0
"sp|P35354|PGH2_HUMAN",0,0,0,0,0,0,0,0
"sp|P35368|ADA1B_HUMAN",0,0,0,0,0,0,0,0
"sp|P35556|FBN2_HUMAN",0,0,0,0,0,0,0,0
"sp|P35579|MYH9_HUMAN",0,0,0,0,0,0,0,0
"sp|P35611|ADDA_HUMAN",0,0,0,0,0,0,0,0
"sp|P35712|SOX6_HUMAN",0,0,0,0,0,0,0,0
"sp|P35998|PRS7_HUMAN",0,0,0,0,0,0,0,0
"sp|P36382|CXA5_HUMAN",0,0,0,0,0,"5.09737E-05",0,0
"sp|P36955|PEDF_HUMAN",0,0,0,0,0,0,0,0
"sp|P37837|TALDO_HUMAN",0,0,0,0,0,"3.93524E-05",0,0
"sp|P38484|INGR2_HUMAN",0,0,0,0,0,0,0,0
"sp|P40259|CD79B_HUMAN",0,0,0,0,0,0,0,0
"sp|P42285|SK2L2_HUMAN",0,0,0,0,0,0,0,0
"sp|P42356|PI4KA_HUMAN","1.16472E-05",0,0,0,0,0,0,0
"sp|P42704|LPPRC_HUMAN",0,0,0,0,0,0,0,0
"sp|P43155|CACP_HUMAN",0,0,0,0,0,0,0,0
"sp|P46013|KI67_HUMAN",0,0,0,0,0,"5.80581E-06",0,0
"sp|P46937|YAP1_HUMAN",0,0,0,0,0,0.000026313,0,0
"sp|P47804|RGR_HUMAN",0,0,0,0,0,0,0,0
"sp|P48050|KCNJ4_HUMAN",0,0,0,0,0,0,0,0
"sp|P48304|REG1B_HUMAN",0,0,0,0,0,0.000109931,0,0
"sp|P48634|PRC2A_HUMAN",0,0,0,0,0,0,0,0
"sp|P48668|K2C6C_HUMAN",0,0,0,0,0,0,0,0
"sp|P48741|HSP77_HUMAN",0,0,0,0,0,0,0,0
"sp|P48775|T23O_HUMAN",0,0,0,0,0,0,0,0
"sp|P49189|AL9A1_HUMAN",0,0,0,0,0,0,0,0
"sp|P49454|CENPF_HUMAN",0,0,0,0,0,0,0,"5.99106E-06"
"sp|P49589|SYCC_HUMAN",0,0,0,0,0,"1.77296E-05",0,0
"sp|P49641|MA2A2_HUMAN",0,0,0,0,0,0,0,0
"sp|P49792|RBP2_HUMAN",0,0,0,0,0,0,0,0
"sp|P49815|TSC2_HUMAN",0,0,0,"3.32612E-05",0,0,0,0
"sp|P49917|DNLI4_HUMAN",0,0,0,0,0,0,0,0
"sp|P50851|LRBA_HUMAN",0,0,0,0,0,0,0,0
"sp|P51161|FABP6_HUMAN",0,0,0,0,0,0,0,0
"sp|P51530|DNA2_HUMAN",0,0,0,0,0,0,0,0
"sp|P51687|SUOX_HUMAN",0,0,0,0,0,0,0,"3.52868E-05"
"sp|P51790|CLCN3_HUMAN","2.91038E-05",0,0,0,0,0,0,0
"sp|P51843|NR0B1_HUMAN","4.57925E-05",0,0,0,0,0,0,0
"sp|P51946|CCNH_HUMAN",0,0,0,0,0,0,0,0
"sp|P52747|ZN143_HUMAN",0,0,0,0,0,0,0,0
"sp|P52888|THOP1_HUMAN",0,0,0,0,0,0,0,0
"sp|P53420|CO4A4_HUMAN",0,0,0,0,0,0,0,0
"sp|P53675|CLH2_HUMAN",0,0,"1.36926E-05",0,0,0,0,0
"sp|P54278|PMS2_HUMAN",0,"3.78922E-05",0,0,0,0,0,0
"sp|P54284|CACB3_HUMAN",0,0,0,0,0,0,0,0
"sp|P54756|EPHA5_HUMAN",0,0,0,0,0,0,0,0
"sp|P55017|S12A3_HUMAN",0,0,0,0,0,0,0,0
"sp|P55081|MFAP1_HUMAN",0,0,0,0,"4.25876E-05",0,0,0
"sp|P55145|MANF_HUMAN",0,0,0,0,0,0,0,0
"sp|P55774|CCL18_HUMAN",0,0,0,0,0,0,0,0
"sp|P56704|WNT3A_HUMAN",0,0,0,0,0,0,0,0
"sp|P56749|CLD12_HUMAN",0,0,0,0,0,0,0,0
"sp|P56880|CLD20_HUMAN",0,0,0,0,0.000116127,0,0,0
"sp|P57057|GLPT_HUMAN",0,0,0,0,0,0,0,0
"sp|P58107|EPIPL_HUMAN",0,0,0,0,0,0,0,0
"sp|P60033|CD81_HUMAN",0,0,0,0,0,0,0,0
"sp|P60660|MYL6_HUMAN",0,0,0,0,0,0,0,0
"sp|P61371|ISL1_HUMAN",0,0,0,0,0,0,0,0
"sp|P63132|PO113_HUMAN",0,0,0,0,0,0,0,0
"sp|P78344|IF4G2_HUMAN",0,0,0,0,0,0,0,0
"sp|P82663|RT25_HUMAN",0,0,0,0,0,0,0,0
"sp|P98088|MUC5A_HUMAN",0,0,0,0,0,0,0,0
"sp|Q01484|ANK2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q01581|HMCS1_HUMAN",0,0,0,0,0,"2.55034E-05",0,0
"sp|Q01860|PO5F1_HUMAN",0,0,"6.28819E-05",0,0,0,0,0
"sp|Q01955|CO4A3_HUMAN",0,0,0,0,0,0,0,"1.22171E-05"
"sp|Q01973|ROR1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q01995|TAGL_HUMAN",0,0,0,0,0,0,0,0
"sp|Q02156|KPCE_HUMAN",0,0,0,0,0,0,0,0
"sp|Q02241|KIF23_HUMAN",0,0,0,0,0,0,0,0
"sp|Q02509|OC90_HUMAN",0,0,0,0,0,0,0,0
"sp|Q02846|GUC2D_HUMAN",0,0,0,0,0,0,0,0
"sp|Q04721|NOTC2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q04912|RON_HUMAN",0,0,0,0,0,0,0,0
"sp|Q05BV3|EMAL5_HUMAN",0,0,0,0,0,0,0,0
"sp|Q06418|TYRO3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q06609|RAD51_HUMAN",0,0,0,0,0,0,0,0
"sp|Q06732|ZN33B_HUMAN",0,0,0,0,0,0,0,0
"sp|Q07021|C1QBP_HUMAN",0,0,0,0,0,0,0,0
"sp|Q07343|PDE4B_HUMAN",0,0,0,0,0,0,0,0
"sp|Q07912|ACK1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q08188|TGM3_HUMAN",0,0,0,0,0,"1.92683E-05",0,0
"sp|Q08J23|NSUN2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q09472|EP300_HUMAN",0,0,0,0,0,0,0,0
"sp|Q09666|AHNK_HUMAN",0,0,0,0,0,0,0,0
"sp|Q10471|GALT2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q10589|BST2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q11206|SIA4C_HUMAN",0,0,0,0,0,0,0,0
"sp|Q12756|KIF1A_HUMAN",0,0,0,0,0,0,0,0
"sp|Q12789|TF3C1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q12809|KCNH2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q12830|BPTF_HUMAN",0,0,0,0,0,0,0,0
"sp|Q12866|MERTK_HUMAN",0,0,0,0,"1.88641E-05",0,0,0
"sp|Q12967|GNDS_HUMAN",0,"3.50811E-05",0,0,0,0,0,0
"sp|Q13023|AKAP6_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13075|BIRC1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13144|EI2BE_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13185|CBX3_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13207|TBX2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13219|PAPP1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13255|GRM1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13315|ATM_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13410|BT1A1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13563|PKD2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13586|STIM1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13616|CUL1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13835|PKP1_HUMAN",0,0,0,0,0,0,0,0
"sp|Q13867|BLMH_HUMAN",0,0,0,0,0,0,0,0
"sp|Q14008|CKAP5_HUMAN",0,0,0,"2.95782E-05",0,0,0,0
"sp|Q14146|URB2_HUMAN",0,0,0,0,0,0,0,0
"sp|Q14330|GPR18_HUMAN",0,0,0,0,0,0,0,0
